Distance;Duration;AvgSpeed;State
0.0;9;13.222222222222221;2
0.5;415;3.3566265060240963;1
0.09999999999999787;21;14.952380952380953;2
0.0;5;5.4;1
0.0;4;11.75;2
0.0;17;1.588235294117647;1
0.0;58;0.25862068965517243;0
0.0;29;0.41379310344827586;1
0.0;5;12.0;2
0.0;60;2.8666666666666667;1
0.0;1;10.0;2
0.0;1;9.0;1
0.0;1;10.0;2
0.10000000000000142;34;2.235294117647059;1
0.0;1;11.0;2
0.0;12;3.1666666666666665;1
0.0;1;10.0;2
0.0;25;2.32;1
0.0;1;10.0;2
0.0;1;9.0;1
0.0;1;10.0;2
0.09999999999999787;76;3.289473684210526;1
0.0;6;11.833333333333334;2
0.10000000000000142;19;5.368421052631579;1
0.0;5;12.2;2
0.0;19;3.9473684210526314;1
0.0;3;11.0;2
0.09999999999999787;90;2.1666666666666665;1
0.0;24;0.08333333333333333;0
0.10000000000000142;40;1.9;1
0.0;5;10.8;2
0.3999999999999986;340;3.041176470588235;1
0.0;1;10.0;2
0.3000000000000007;298;2.748322147651007;1
0.0;102;0.029411764705882353;0
0.3000000000000007;210;3.7857142857142856;1
0.0;3;10.0;2
0.10000000000000142;58;2.689655172413793;1
0.0;9;13.555555555555555;2
0.09999999999999787;37;7.162162162162162;1
0.0;1;10.0;2
0.0;1;9.0;1
0.0;2;10.0;2
0.10000000000000142;138;2.108695652173913;1
0.0;1;10.0;2
0.3000000000000007;272;2.6911764705882355;1
0.0;1;10.0;2
0.0;1;8.0;1
0.09999999999999787;3;10.333333333333334;2
0.0;12;7.583333333333333;1
0.0;7;12.428571428571429;2
0.0;6;7.166666666666667;1
0.0;1;10.0;2
0.0;8;7.625;1
0.0;2;8.5;2
0.10000000000000142;2;7.0;1
0.0;2;8.0;2
0.0;6;8.5;1
0.0;18;12.5;2
0.3000000000000007;240;2.25;1
0.0;1;1.0;0
0.09999999999999787;229;1.1441048034934498;1
0.0;8;0.375;0
1.0;993;2.4239677744209467;1
0.1999999999999993;449;0.06904231625835189;0
0.3000000000000007;418;1.9258373205741626;1
0.0;3;12.333333333333334;2
0.10000000000000142;10;2.8;1
0.0;1;11.0;2
0.3000000000000007;237;3.0084388185654007;1
0.0;6;11.0;2
0.1999999999999993;93;6.311827956989247;1
0.0;17;0.058823529411764705;0
2.099999999999998;1854;2.3160733549083066;1
0.0;2;0.5;0
0.0;1;0.0;1
0.0;90;0.13333333333333333;0
0.10000000000000142;50;2.36;1
0.0;5;10.0;2
0.0;11;8.363636363636363;1
0.0;1;12.0;2
0.0;3;9.0;1
0.10000000000000142;10;10.6;2
0.0;46;1.3695652173913044;1
0.0;6;0.3333333333333333;0
0.1999999999999993;219;2.7899543378995433;1
0.0;1;10.0;2
0.0;4;8.0;1
0.0;3;10.333333333333334;2
0.09999999999999787;118;2.1016949152542375;1
0.10000000000000142;157;0.03821656050955414;0
0.0;66;2.393939393939394;1
0.10000000000000142;2;10.5;2
0.0;1;9.0;1
0.0;1;10.0;2
0.0;45;5.022222222222222;1
0.0;1;10.0;2
0.6000000000000014;508;2.7145669291338583;1
0.0;2;11.5;2
0.3999999999999986;351;2.797720797720798;1
0.0;1;11.0;2
0.0;3;9.0;1
0.0;6;10.5;2
0.0;3;8.0;1
0.10000000000000142;6;11.5;2
0.0;67;2.8656716417910446;1
0.0;1;10.0;2
0.0;2;6.0;1
0.0;3;12.0;2
0.0;7;2.2857142857142856;1
0.0;2;11.0;2
0.10000000000000142;78;2.1153846153846154;1
0.10000000000000142;39;12.256410256410257;2
0.10000000000000142;30;6.333333333333333;1
0.0;3;10.333333333333334;2
0.0;16;4.0625;1
0.0;7;11.428571428571429;2
0.10000000000000142;57;5.964912280701754;1
0.19999999999999574;51;12.823529411764707;2
0.0;2;9.0;1
0.0;1;10.0;2
0.0;8;6.5;1
0.0;2;10.0;2
0.10000000000000142;18;6.055555555555555;1
0.0;1;10.0;2
0.0;3;8.333333333333334;1
0.0;1;10.0;2
0.0;2;8.5;1
0.0;4;10.75;2
0.0;3;7.666666666666667;1
0.0;2;11.0;2
0.0;5;7.0;1
0.10000000000000142;3;10.666666666666666;2
0.0;55;4.890909090909091;1
0.0;1;10.0;2
0.10000000000000142;42;4.428571428571429;1
0.0;2;10.0;2
0.0;2;8.5;1
0.0;4;10.0;2
0.0;15;2.0;1
0.0;2;10.5;2
0.0;6;7.833333333333333;1
0.0;10;14.8;2
0.30000000000000426;258;2.306201550387597;1
0.0;2;10.0;2
0.8999999999999986;937;2.3649946638207044;1
0.0;4;12.25;2
0.0;1;8.0;1
0.0;4;10.5;2
0.5;636;1.8757861635220126;1
0.0;26;0.0;0
0.10000000000000142;92;2.3043478260869565;1
0.0;6;0.3333333333333333;0
0.0;1;1.0;1
0.0;7;0.0;0
0.0;5;1.2;1
0.0;3;0.0;0
0.0;1;1.0;1
0.0;3;0.0;0
0.0;1;1.0;1
0.0;7;0.0;0
0.0;1;1.0;1
