Distance;Duration;AvgSpeed;State;State_Predict
0.0;66;2.393939393939394;1;1
0.1000000000000014;2;10.5;2;1
0.0;1;9.0;1;1
0.0;1;10.0;2;1
0.0;45;5.022222222222222;1;1
0.0;1;10.0;2;1
0.6000000000000014;508;2.7145669291338583;1;1
0.0;2;11.5;2;1
0.3999999999999986;351;2.797720797720798;1;1
0.0;1;11.0;2;1
0.0;3;9.0;1;1
0.0;6;10.5;2;1
0.0;3;8.0;1;1
0.1000000000000014;6;11.5;2;1
0.0;67;2.8656716417910446;1;1
0.0;1;10.0;2;1
0.0;2;6.0;1;1
0.0;3;12.0;2;1
0.0;7;2.2857142857142856;1;1
0.0;2;11.0;2;1
0.1000000000000014;78;2.1153846153846154;1;1
0.1000000000000014;39;12.256410256410255;2;1
0.1000000000000014;30;6.333333333333333;1;1
0.0;3;10.333333333333334;2;1
0.0;16;4.0625;1;1
0.0;7;11.428571428571429;2;1
0.1000000000000014;57;5.964912280701754;1;1
0.1999999999999957;51;12.823529411764708;2;1
0.0;2;9.0;1;1
0.0;1;10.0;2;1
0.0;8;6.5;1;1
0.0;2;10.0;2;1
0.1000000000000014;18;6.055555555555555;1;1
0.0;1;10.0;2;1
0.0;3;8.333333333333334;1;1
0.0;1;10.0;2;1
0.0;2;8.5;1;1
0.0;4;10.75;2;1
0.0;3;7.666666666666667;1;1
0.0;2;11.0;2;1
0.0;5;7.0;1;1
0.1000000000000014;3;10.666666666666666;2;1
0.0;55;4.890909090909091;1;1
0.0;1;10.0;2;1
0.1000000000000014;42;4.428571428571429;1;1
0.0;2;10.0;2;1
0.0;2;8.5;1;1
0.0;4;10.0;2;1
0.0;15;2.0;1;1
0.0;2;10.5;2;1
0.0;6;7.833333333333333;1;1
0.0;10;14.8;2;1
0.3000000000000042;258;2.306201550387597;1;1
0.0;2;10.0;2;1
0.8999999999999986;937;2.3649946638207044;1;1
0.0;4;12.25;2;1
0.0;1;8.0;1;1
0.0;4;10.5;2;1
0.5;636;1.8757861635220128;1;1
0.0;26;0.0;0;1
0.1000000000000014;92;2.3043478260869565;1;1
0.0;6;0.3333333333333333;0;1
0.0;1;1.0;1;0
0.0;7;0.0;0;1
0.0;5;1.2;1;0
0.0;3;0.0;0;1
0.0;1;1.0;1;0
0.0;3;0.0;0;1
0.0;1;1.0;1;0
0.0;7;0.0;0;1
0.0;1;1.0;1;0
